TransactionId,CustomerId,ProductId,TransactionDate,Quantity,TransactionAmount,PointsUsed,TransactionType,IsReturn
TXN-805869,CUST-10179,PROD-027,2023-03-12T10:22:00Z,1,1600.00,80000,Redemption,False
TXN-809996,CUST-10299,PROD-032,2023-03-12T11:54:00Z,1,150.00,7500,Redemption,False
TXN-804355,CUST-10135,PROD-042,2023-03-12T13:23:00Z,1,200.00,10000,Redemption,False
TXN-830719,CUST-10962,PROD-022,2023-03-12T14:21:00Z,2,800.00,40000,Redemption,False
TXN-801189,CUST-10036,PROD-009,2023-03-12T14:55:00Z,1,160.00,8000,Purchase,False
TXN-827265,CUST-10847,PROD-026,2023-03-12T16:31:00Z,1,360.00,18000,Purchase,False
TXN-827675,CUST-10860,PROD-045,2023-03-12T19:22:00Z,1,320.00,16000,Purchase,False
TXN-825102,CUST-10781,PROD-045,2023-03-13T01:36:00Z,1,320.00,16000,Purchase,False
TXN-825223,CUST-10785,PROD-035,2023-03-13T03:05:00Z,3,450.00,22500,Redemption,False
TXN-825746,CUST-10801,PROD-039,2023-03-13T08:12:00Z,1,160.00,8000,Transfer,False
TXN-810909,CUST-10329,PROD-039,2023-03-13T11:44:00Z,1,160.00,8000,Transfer,False
TXN-815461,CUST-10481,PROD-042,2023-03-13T13:59:00Z,1,200.00,10000,Transfer,False
TXN-810212,CUST-10305,PROD-014,2023-03-13T15:40:00Z,1,2800.00,140000,Redemption,False
TXN-829072,CUST-10904,PROD-027,2023-03-13T18:48:00Z,1,1600.00,80000,Redemption,False
TXN-830002,CUST-10934,PROD-020,2023-03-13T20:41:00Z,1,600.00,30000,Transfer,False
TXN-831322,CUST-10983,PROD-015,2023-03-14T02:03:00Z,1,4200.00,210000,Redemption,False
TXN-805176,CUST-10157,PROD-018,2023-03-14T02:39:00Z,1,2400.00,120000,Redemption,False
TXN-830327,CUST-10948,PROD-036,2023-03-14T04:43:00Z,1,200.00,10000,Purchase,False
TXN-828866,CUST-10896,PROD-016,2023-03-14T08:31:00Z,1,700.00,35000,Redemption,False
TXN-830122,CUST-10938,PROD-006,2023-03-14T11:07:00Z,1,440.00,22000,Redemption,False
TXN-816733,CUST-10524,PROD-020,2023-03-14T11:24:00Z,1,600.00,30000,Transfer,False
TXN-813960,CUST-10433,PROD-002,2023-03-14T12:58:00Z,1,2400.00,120000,Transfer,False
TXN-808645,CUST-10255,PROD-037,2023-03-14T15:10:00Z,1,100.00,5000,Purchase,False
TXN-830001,CUST-10934,PROD-011,2023-03-15T00:58:00Z,1,5000.00,250000,Redemption,False
TXN-812479,CUST-10387,PROD-024,2023-03-15T04:02:00Z,1,1100.00,55000,Transfer,False
TXN-802793,CUST-10085,PROD-050,2023-03-15T04:22:00Z,1,600.00,30000,Redemption,False
TXN-819348,CUST-10600,PROD-015,2023-03-15T11:06:00Z,1,4200.00,210000,Transfer,False
TXN-805569,CUST-10168,PROD-045,2023-03-15T11:07:00Z,1,320.00,16000,Redemption,False
TXN-825707,CUST-10800,PROD-044,2023-03-15T15:07:00Z,1,240.00,12000,Redemption,False
TXN-803633,CUST-10112,PROD-045,2023-03-15T20:28:00Z,1,320.00,16000,Redemption,False
TXN-811016,CUST-10332,PROD-010,2023-03-16T02:31:00Z,1,360.00,18000,Transfer,False
TXN-807919,CUST-10237,PROD-017,2023-03-16T04:54:00Z,1,3600.00,180000,Purchase,False
TXN-807749,CUST-10231,PROD-002,2023-03-16T10:47:00Z,1,2400.00,120000,Redemption,False
TXN-811018,CUST-10332,PROD-036,2023-03-16T11:08:00Z,1,200.00,10000,Redemption,False
TXN-815971,CUST-10501,PROD-049,2023-03-16T12:59:00Z,1,400.00,20000,Redemption,False
TXN-814858,CUST-10465,PROD-033,2023-03-16T15:20:00Z,1,200.00,10000,Purchase,False
TXN-814540,CUST-10455,PROD-034,2023-03-17T00:20:00Z,2,200.00,10000,Redemption,False
TXN-816027,CUST-10503,PROD-040,2023-03-17T05:05:00Z,1,100.00,5000,Transfer,False
TXN-802630,CUST-10079,PROD-035,2023-03-17T05:52:00Z,1,150.00,7500,Purchase,False
TXN-810119,CUST-10302,PROD-012,2023-03-17T06:56:00Z,1,6400.00,320000,Transfer,False
TXN-800571,CUST-10015,PROD-041,2023-03-17T07:46:00Z,2,400.00,20000,Redemption,False
TXN-827422,CUST-10853,PROD-008,2023-03-17T09:15:00Z,1,300.00,15000,Redemption,False
TXN-809033,CUST-10269,PROD-013,2023-03-17T23:26:00Z,2,2600.00,130000,Transfer,False
TXN-827386,CUST-10851,PROD-034,2023-03-17T23:29:00Z,1,100.00,5000,Redemption,False
TXN-806461,CUST-10197,PROD-038,2023-03-18T00:01:00Z,1,120.00,6000,Purchase,False
TXN-808127,CUST-10241,PROD-035,2023-03-18T00:22:00Z,1,150.00,7500,Purchase,False
TXN-816448,CUST-10515,PROD-025,2023-03-18T03:19:00Z,1,240.00,12000,Redemption,False
TXN-818921,CUST-10589,PROD-031,2023-03-18T05:48:00Z,1,100.00,5000,Transfer,False
TXN-808648,CUST-10255,PROD-047,2023-03-18T15:33:00Z,1,200.00,10000,Transfer,False
TXN-828655,CUST-10888,PROD-016,2023-03-18T15:40:00Z,1,700.00,35000,Redemption,False
TXN-819138,CUST-10594,PROD-047,2023-03-18T20:59:00Z,1,200.00,10000,Purchase,False
TXN-831085,CUST-10975,PROD-045,2023-03-18T23:21:00Z,2,640.00,32000,Transfer,False
TXN-801091,CUST-10031,PROD-026,2023-03-19T02:40:00Z,1,360.00,18000,Transfer,False
TXN-814159,CUST-10440,PROD-039,2023-03-19T04:46:00Z,1,160.00,8000,Transfer,False
TXN-823428,CUST-10729,PROD-031,2023-03-19T12:14:00Z,1,100.00,5000,Purchase,False
TXN-809350,CUST-10277,PROD-014,2023-03-19T17:22:00Z,1,2800.00,140000,Redemption,False
TXN-819224,CUST-10597,PROD-045,2023-03-19T18:31:00Z,1,320.00,16000,Purchase,False
TXN-800667,CUST-10019,PROD-013,2023-03-19T19:00:00Z,1,1300.00,65000,Transfer,False
TXN-830491,CUST-10954,PROD-004,2023-03-19T22:23:00Z,1,500.00,25000,Transfer,False
TXN-805554,CUST-10168,PROD-047,2023-03-19T22:46:00Z,1,200.00,10000,Purchase,False
TXN-816825,CUST-10529,PROD-007,2023-03-20T05:54:00Z,1,900.00,45000,Redemption,False
TXN-825543,CUST-10794,PROD-040,2023-03-20T08:21:00Z,1,100.00,5000,Purchase,False
TXN-809570,CUST-10285,PROD-001,2023-03-20T10:12:00Z,1,360.00,18000,Redemption,False
TXN-818658,CUST-10580,PROD-042,2023-03-20T11:06:00Z,1,200.00,10000,Redemption,False
TXN-822623,CUST-10710,PROD-022,2023-03-20T13:56:00Z,1,400.00,20000,Purchase,False
TXN-816580,CUST-10519,PROD-007,2023-03-20T13:59:00Z,1,900.00,45000,Transfer,False
TXN-822267,CUST-10696,PROD-029,2023-03-20T19:22:00Z,1,440.00,22000,Redemption,False
TXN-828787,CUST-10894,PROD-003,2023-03-20T22:32:00Z,1,700.00,35000,Purchase,False
TXN-802792,CUST-10085,PROD-046,2023-03-21T03:31:00Z,1,200.00,10000,Redemption,False
TXN-814168,CUST-10440,PROD-037,2023-03-21T03:42:00Z,3,300.00,15000,Transfer,False
TXN-803678,CUST-10113,PROD-006,2023-03-21T04:46:00Z,1,-440.00,-22000,Redemption,True
TXN-812641,CUST-10391,PROD-021,2023-03-21T07:45:00Z,1,500.00,25000,Redemption,False
TXN-815959,CUST-10501,PROD-041,2023-03-21T10:49:00Z,1,200.00,10000,Redemption,False
TXN-825914,CUST-10807,PROD-028,2023-03-21T13:06:00Z,1,2600.00,130000,Redemption,False
TXN-824611,CUST-10767,PROD-011,2023-03-21T14:06:00Z,2,10000.00,500000,Purchase,False
TXN-800312,CUST-10008,PROD-005,2023-03-21T15:08:00Z,1,4400.00,220000,Transfer,False
TXN-812028,CUST-10372,PROD-013,2023-03-21T15:49:00Z,2,2600.00,130000,Redemption,False
TXN-830499,CUST-10954,PROD-004,2023-03-21T16:18:00Z,1,500.00,25000,Purchase,False
TXN-813326,CUST-10414,PROD-037,2023-03-21T16:19:00Z,2,200.00,10000,Redemption,False
TXN-813653,CUST-10424,PROD-014,2023-03-21T16:46:00Z,1,2800.00,140000,Purchase,False
TXN-805348,CUST-10162,PROD-028,2023-03-21T16:59:00Z,1,2600.00,130000,Purchase,False
TXN-802060,CUST-10060,PROD-021,2023-03-21T18:44:00Z,1,500.00,25000,Transfer,False
TXN-822462,CUST-10705,PROD-024,2023-03-21T18:51:00Z,1,1100.00,55000,Transfer,False
TXN-830340,CUST-10948,PROD-037,2023-03-21T19:24:00Z,1,100.00,5000,Transfer,False
TXN-821131,CUST-10660,PROD-014,2023-03-21T20:17:00Z,1,2800.00,140000,Transfer,False
TXN-806250,CUST-10189,PROD-044,2023-03-21T21:41:00Z,1,240.00,12000,Purchase,False
TXN-809178,CUST-10272,PROD-015,2023-03-21T22:30:00Z,1,4200.00,210000,Redemption,False
TXN-804011,CUST-10123,PROD-018,2023-03-21T22:35:00Z,1,2400.00,120000,Redemption,False
TXN-827029,CUST-10839,PROD-032,2023-03-21T22:55:00Z,1,-150.00,-7500,Transfer,True
TXN-826542,CUST-10824,PROD-049,2023-03-21T23:36:00Z,1,400.00,20000,Purchase,False
TXN-830330,CUST-10948,PROD-024,2023-03-22T00:38:00Z,1,1100.00,55000,Redemption,False
TXN-812792,CUST-10397,PROD-033,2023-03-22T05:50:00Z,1,200.00,10000,Purchase,False
TXN-816997,CUST-10536,PROD-043,2023-03-22T21:53:00Z,1,200.00,10000,Redemption,False
TXN-823449,CUST-10729,PROD-038,2023-03-22T22:34:00Z,1,120.00,6000,Redemption,False
TXN-821356,CUST-10666,PROD-028,2023-03-23T00:18:00Z,2,5200.00,260000,Purchase,False
TXN-807144,CUST-10215,PROD-020,2023-03-23T03:30:00Z,2,1200.00,60000,Redemption,False
TXN-824929,CUST-10776,PROD-005,2023-03-23T04:47:00Z,1,4400.00,220000,Purchase,False
TXN-801445,CUST-10043,PROD-019,2023-03-23T05:05:00Z,1,4600.00,230000,Transfer,False
TXN-813479,CUST-10419,PROD-008,2023-03-23T08:04:00Z,3,900.00,45000,Redemption,False
TXN-808986,CUST-10268,PROD-035,2023-03-23T11:38:00Z,1,150.00,7500,Redemption,False
TXN-803657,CUST-10113,PROD-012,2023-03-23T12:40:00Z,1,6400.00,320000,Redemption,False
TXN-807507,CUST-10225,PROD-045,2023-03-23T14:56:00Z,2,640.00,32000,Redemption,False
TXN-830025,CUST-10935,PROD-017,2023-03-23T15:00:00Z,1,-3600.00,-180000,Redemption,True
TXN-831066,CUST-10975,PROD-041,2023-03-23T15:06:00Z,1,200.00,10000,Purchase,False
TXN-807926,CUST-10237,PROD-041,2023-03-23T18:12:00Z,1,200.00,10000,Transfer,False
TXN-826929,CUST-10834,PROD-038,2023-03-23T21:41:00Z,1,120.00,6000,Redemption,False
TXN-813290,CUST-10414,PROD-037,2023-03-24T05:10:00Z,1,100.00,5000,Purchase,False
TXN-807327,CUST-10220,PROD-025,2023-03-24T13:21:00Z,1,240.00,12000,Purchase,False
TXN-812712,CUST-10394,PROD-012,2023-03-24T13:35:00Z,1,6400.00,320000,Purchase,False
TXN-823631,CUST-10735,PROD-027,2023-03-24T13:57:00Z,1,1600.00,80000,Redemption,False
TXN-819514,CUST-10606,PROD-022,2023-03-24T18:05:00Z,1,400.00,20000,Purchase,False
TXN-827088,CUST-10842,PROD-002,2023-03-24T19:39:00Z,1,2400.00,120000,Transfer,False
TXN-830941,CUST-10971,PROD-034,2023-03-24T21:01:00Z,2,200.00,10000,Redemption,False
TXN-805491,CUST-10166,PROD-007,2023-03-25T02:15:00Z,1,900.00,45000,Transfer,False
TXN-813304,CUST-10414,PROD-030,2023-03-25T03:39:00Z,1,300.00,15000,Purchase,False
TXN-817390,CUST-10545,PROD-038,2023-03-25T06:41:00Z,1,120.00,6000,Redemption,False
TXN-816109,CUST-10505,PROD-029,2023-03-25T06:49:00Z,1,440.00,22000,Redemption,False
TXN-828725,CUST-10891,PROD-022,2023-03-25T06:49:00Z,2,800.00,40000,Transfer,False
TXN-825912,CUST-10807,PROD-030,2023-03-25T07:16:00Z,1,300.00,15000,Redemption,False
TXN-816820,CUST-10529,PROD-004,2023-03-25T07:27:00Z,1,500.00,25000,Purchase,False
TXN-804870,CUST-10147,PROD-040,2023-03-25T08:43:00Z,1,100.00,5000,Purchase,False
TXN-820138,CUST-10627,PROD-036,2023-03-25T11:01:00Z,1,200.00,10000,Redemption,False
TXN-821089,CUST-10659,PROD-022,2023-03-25T11:34:00Z,1,400.00,20000,Redemption,False
TXN-801438,CUST-10043,PROD-020,2023-03-25T13:06:00Z,1,600.00,30000,Transfer,False
TXN-819790,CUST-10618,PROD-004,2023-03-25T13:18:00Z,1,500.00,25000,Purchase,False
TXN-821829,CUST-10681,PROD-050,2023-03-25T19:17:00Z,1,600.00,30000,Purchase,False
TXN-807767,CUST-10232,PROD-039,2023-03-26T03:08:00Z,1,160.00,8000,Transfer,False
TXN-804975,CUST-10151,PROD-043,2023-03-26T08:46:00Z,1,200.00,10000,Transfer,False
TXN-821041,CUST-10658,PROD-044,2023-03-26T09:15:00Z,1,240.00,12000,Transfer,False
TXN-802791,CUST-10085,PROD-050,2023-03-26T10:04:00Z,2,1200.00,60000,Transfer,False
TXN-819075,CUST-10592,PROD-001,2023-03-26T12:50:00Z,1,360.00,18000,Redemption,False
TXN-823199,CUST-10723,PROD-035,2023-03-26T13:04:00Z,1,150.00,7500,Redemption,False
TXN-809555,CUST-10285,PROD-002,2023-03-26T21:12:00Z,1,2400.00,120000,Transfer,False
TXN-830699,CUST-10962,PROD-027,2023-03-26T22:11:00Z,1,1600.00,80000,Purchase,False
TXN-817271,CUST-10543,PROD-002,2023-03-26T23:49:00Z,1,2400.00,120000,Transfer,False
TXN-801838,CUST-10055,PROD-003,2023-03-27T00:32:00Z,1,700.00,35000,Transfer,False
TXN-804040,CUST-10123,PROD-017,2023-03-27T01:22:00Z,1,3600.00,180000,Transfer,False
TXN-811614,CUST-10358,PROD-006,2023-03-27T01:48:00Z,1,440.00,22000,Purchase,False
TXN-810512,CUST-10313,PROD-019,2023-03-27T04:20:00Z,1,4600.00,230000,Redemption,False
TXN-804865,CUST-10147,PROD-023,2023-03-27T09:30:00Z,2,1200.00,60000,Transfer,False
TXN-823032,CUST-10719,PROD-020,2023-03-27T10:19:00Z,1,600.00,30000,Purchase,False
TXN-816758,CUST-10526,PROD-024,2023-03-27T13:37:00Z,1,1100.00,55000,Redemption,False
TXN-823452,CUST-10729,PROD-039,2023-03-27T22:15:00Z,2,320.00,16000,Purchase,False
TXN-816094,CUST-10505,PROD-029,2023-03-28T00:13:00Z,2,880.00,44000,Transfer,False
TXN-815005,CUST-10469,PROD-023,2023-03-28T05:53:00Z,1,600.00,30000,Purchase,False
TXN-811639,CUST-10358,PROD-004,2023-03-28T07:06:00Z,1,500.00,25000,Transfer,False
TXN-812506,CUST-10388,PROD-025,2023-03-28T09:54:00Z,1,240.00,12000,Redemption,False
TXN-812182,CUST-10377,PROD-023,2023-03-28T12:19:00Z,2,1200.00,60000,Transfer,False
TXN-819212,CUST-10597,PROD-042,2023-03-28T14:49:00Z,1,200.00,10000,Transfer,False
TXN-808524,CUST-10252,PROD-009,2023-03-28T19:18:00Z,1,160.00,8000,Purchase,False
TXN-826925,CUST-10834,PROD-032,2023-03-28T19:24:00Z,1,150.00,7500,Purchase,False
TXN-801357,CUST-10040,PROD-043,2023-03-28T20:07:00Z,1,200.00,10000,Purchase,False
TXN-830614,CUST-10959,PROD-039,2023-03-28T22:33:00Z,1,160.00,8000,Transfer,False
TXN-818320,CUST-10569,PROD-035,2023-03-28T23:08:00Z,1,150.00,7500,Purchase,False
TXN-826879,CUST-10832,PROD-042,2023-03-29T02:38:00Z,1,200.00,10000,Redemption,False
TXN-804403,CUST-10135,PROD-043,2023-03-29T04:51:00Z,1,200.00,10000,Redemption,False
TXN-802905,CUST-10090,PROD-004,2023-03-29T07:11:00Z,1,500.00,25000,Transfer,False
TXN-824125,CUST-10750,PROD-033,2023-03-29T09:05:00Z,1,200.00,10000,Transfer,False
TXN-827215,CUST-10846,PROD-005,2023-03-29T09:57:00Z,2,8800.00,440000,Redemption,False
TXN-817184,CUST-10540,PROD-030,2023-03-29T17:04:00Z,1,300.00,15000,Transfer,False
TXN-811754,CUST-10360,PROD-026,2023-03-29T23:36:00Z,1,360.00,18000,Transfer,False
TXN-823090,CUST-10721,PROD-011,2023-03-30T00:02:00Z,1,5000.00,250000,Redemption,False
TXN-816596,CUST-10520,PROD-032,2023-03-30T00:35:00Z,1,150.00,7500,Redemption,False
TXN-824762,CUST-10771,PROD-030,2023-03-30T00:43:00Z,1,300.00,15000,Purchase,False
TXN-819805,CUST-10618,PROD-014,2023-03-30T01:58:00Z,3,8400.00,420000,Redemption,False
TXN-825776,CUST-10801,PROD-024,2023-03-30T02:39:00Z,1,1100.00,55000,Redemption,False
TXN-828088,CUST-10872,PROD-023,2023-03-30T09:24:00Z,2,1200.00,60000,Transfer,False
TXN-826950,CUST-10835,PROD-032,2023-03-30T09:48:00Z,1,150.00,7500,Redemption,False
TXN-804978,CUST-10151,PROD-012,2023-03-30T12:57:00Z,3,19200.00,960000,Purchase,False
TXN-816597,CUST-10520,PROD-003,2023-03-30T13:36:00Z,1,700.00,35000,Redemption,False
TXN-805162,CUST-10157,PROD-001,2023-03-30T14:05:00Z,1,360.00,18000,Transfer,False
TXN-817211,CUST-10540,PROD-024,2023-03-30T15:56:00Z,1,1100.00,55000,Redemption,False
TXN-804341,CUST-10135,PROD-048,2023-03-30T17:43:00Z,1,400.00,20000,Redemption,False
TXN-810464,CUST-10311,PROD-012,2023-03-30T17:50:00Z,1,6400.00,320000,Purchase,False
TXN-826606,CUST-10826,PROD-023,2023-03-30T21:11:00Z,1,600.00,30000,Purchase,False
TXN-828774,CUST-10893,PROD-017,2023-03-30T21:15:00Z,1,3600.00,180000,Redemption,False
TXN-827168,CUST-10844,PROD-035,2023-03-31T00:16:00Z,1,150.00,7500,Purchase,False
TXN-813292,CUST-10414,PROD-024,2023-03-31T01:31:00Z,1,1100.00,55000,Purchase,False
TXN-810018,CUST-10299,PROD-035,2023-03-31T06:41:00Z,1,150.00,7500,Redemption,False
TXN-801574,CUST-10048,PROD-020,2023-03-31T08:58:00Z,1,600.00,30000,Transfer,False
TXN-811446,CUST-10351,PROD-032,2023-03-31T09:03:00Z,1,150.00,7500,Redemption,False
TXN-802300,CUST-10068,PROD-024,2023-03-31T09:41:00Z,1,1100.00,55000,Transfer,False
TXN-817060,CUST-10537,PROD-035,2023-03-31T14:19:00Z,1,150.00,7500,Transfer,False
TXN-807138,CUST-10215,PROD-035,2023-03-31T16:06:00Z,1,150.00,7500,Redemption,False
TXN-814626,CUST-10459,PROD-010,2023-03-31T17:28:00Z,1,360.00,18000,Purchase,False
TXN-812618,CUST-10391,PROD-023,2023-03-31T18:49:00Z,1,600.00,30000,Transfer,False
TXN-812158,CUST-10377,PROD-025,2023-03-31T20:22:00Z,1,240.00,12000,Redemption,False
TXN-816729,CUST-10524,PROD-016,2023-04-01T00:25:00Z,2,1400.00,70000,Purchase,False
TXN-827451,CUST-10853,PROD-006,2023-04-01T01:34:00Z,1,440.00,22000,Purchase,False
TXN-825028,CUST-10778,PROD-010,2023-04-01T04:08:00Z,1,360.00,18000,Transfer,False
TXN-811255,CUST-10342,PROD-011,2023-04-01T05:32:00Z,1,5000.00,250000,Redemption,False
TXN-802798,CUST-10085,PROD-042,2023-04-01T09:05:00Z,1,200.00,10000,Transfer,False
TXN-825072,CUST-10780,PROD-020,2023-04-01T13:07:00Z,1,600.00,30000,Transfer,False
TXN-828190,CUST-10876,PROD-020,2023-04-01T15:19:00Z,1,600.00,30000,Redemption,False
TXN-808601,CUST-10254,PROD-013,2023-04-01T16:59:00Z,1,1300.00,65000,Redemption,False
TXN-824860,CUST-10774,PROD-034,2023-04-01T17:45:00Z,1,100.00,5000,Redemption,False
TXN-825188,CUST-10784,PROD-018,2023-04-01T20:38:00Z,1,2400.00,120000,Purchase,False
TXN-820030,CUST-10623,PROD-007,2023-04-01T22:51:00Z,1,900.00,45000,Transfer,False
TXN-815024,CUST-10469,PROD-004,2023-04-01T23:03:00Z,1,500.00,25000,Redemption,False
TXN-802026,CUST-10060,PROD-003,2023-04-02T00:03:00Z,1,700.00,35000,Transfer,False
TXN-817615,CUST-10551,PROD-031,2023-04-02T01:15:00Z,1,100.00,5000,Transfer,False
TXN-825841,CUST-10804,PROD-044,2023-04-02T01:38:00Z,1,240.00,12000,Redemption,False
TXN-813120,CUST-10409,PROD-004,2023-04-02T02:21:00Z,1,500.00,25000,Redemption,False
TXN-821768,CUST-10679,PROD-020,2023-04-02T08:38:00Z,1,600.00,30000,Redemption,False
TXN-826131,CUST-10813,PROD-031,2023-04-02T08:56:00Z,1,100.00,5000,Redemption,False
TXN-806015,CUST-10184,PROD-038,2023-04-02T09:24:00Z,1,120.00,6000,Redemption,False
TXN-830493,CUST-10954,PROD-050,2023-04-02T11:31:00Z,1,600.00,30000,Transfer,False
TXN-825661,CUST-10799,PROD-045,2023-04-02T13:11:00Z,1,320.00,16000,Redemption,False
TXN-815459,CUST-10481,PROD-043,2023-04-02T20:18:00Z,1,200.00,10000,Transfer,False
TXN-802824,CUST-10086,PROD-037,2023-04-02T22:37:00Z,2,200.00,10000,Purchase,False
TXN-801066,CUST-10030,PROD-025,2023-04-03T00:35:00Z,1,240.00,12000,Purchase,False
TXN-803961,CUST-10121,PROD-032,2023-04-03T03:17:00Z,1,150.00,7500,Purchase,False
TXN-830268,CUST-10945,PROD-006,2023-04-03T03:37:00Z,1,440.00,22000,Transfer,False
TXN-814620,CUST-10459,PROD-008,2023-04-03T05:39:00Z,1,300.00,15000,Redemption,False
TXN-821942,CUST-10685,PROD-002,2023-04-03T06:34:00Z,1,2400.00,120000,Redemption,False
TXN-821202,CUST-10661,PROD-044,2023-04-03T08:02:00Z,2,480.00,24000,Transfer,False
TXN-815988,CUST-10501,PROD-003,2023-04-03T08:27:00Z,1,700.00,35000,Transfer,False
TXN-813182,CUST-10410,PROD-005,2023-04-03T11:07:00Z,1,4400.00,220000,Redemption,False
TXN-809233,CUST-10273,PROD-012,2023-04-03T14:02:00Z,1,6400.00,320000,Redemption,False
TXN-819562,CUST-10608,PROD-008,2023-04-03T16:32:00Z,1,300.00,15000,Transfer,False
TXN-830635,CUST-10959,PROD-037,2023-04-03T16:41:00Z,1,100.00,5000,Purchase,False
TXN-823037,CUST-10719,PROD-019,2023-04-03T22:19:00Z,1,4600.00,230000,Transfer,False
TXN-804933,CUST-10150,PROD-023,2023-04-04T00:08:00Z,1,600.00,30000,Transfer,False
TXN-816703,CUST-10523,PROD-026,2023-04-04T02:31:00Z,1,360.00,18000,Redemption,False
TXN-827432,CUST-10853,PROD-034,2023-04-04T04:50:00Z,1,100.00,5000,Redemption,False
TXN-811256,CUST-10342,PROD-020,2023-04-04T09:03:00Z,1,600.00,30000,Transfer,False
TXN-800823,CUST-10023,PROD-011,2023-04-04T10:36:00Z,1,5000.00,250000,Redemption,False
TXN-830431,CUST-10952,PROD-045,2023-04-04T11:21:00Z,1,320.00,16000,Transfer,False
TXN-814850,CUST-10465,PROD-037,2023-04-04T15:28:00Z,1,100.00,5000,Redemption,False
TXN-809176,CUST-10272,PROD-011,2023-04-04T18:03:00Z,1,5000.00,250000,Transfer,False
TXN-827536,CUST-10856,PROD-005,2023-04-04T18:16:00Z,1,4400.00,220000,Purchase,False
TXN-827213,CUST-10846,PROD-041,2023-04-04T21:34:00Z,1,200.00,10000,Purchase,False
TXN-800045,CUST-10002,PROD-022,2023-04-05T02:00:00Z,1,400.00,20000,Purchase,False
TXN-820014,CUST-10623,PROD-016,2023-04-05T07:45:00Z,1,700.00,35000,Purchase,False
TXN-821949,CUST-10685,PROD-047,2023-04-05T09:43:00Z,1,200.00,10000,Redemption,False
TXN-807786,CUST-10232,PROD-040,2023-04-05T15:05:00Z,1,100.00,5000,Redemption,False
TXN-809515,CUST-10283,PROD-021,2023-04-06T01:11:00Z,1,500.00,25000,Redemption,False
TXN-827405,CUST-10852,PROD-010,2023-04-06T02:15:00Z,2,720.00,36000,Purchase,False
TXN-802754,CUST-10083,PROD-035,2023-04-06T04:10:00Z,1,150.00,7500,Purchase,False
TXN-830711,CUST-10962,PROD-005,2023-04-06T04:56:00Z,1,4400.00,220000,Redemption,False
TXN-812145,CUST-10377,PROD-024,2023-04-06T07:41:00Z,1,1100.00,55000,Transfer,False
TXN-810160,CUST-10304,PROD-011,2023-04-06T10:55:00Z,1,5000.00,250000,Redemption,False
TXN-808553,CUST-10253,PROD-036,2023-04-06T13:25:00Z,1,200.00,10000,Transfer,False
TXN-826621,CUST-10826,PROD-015,2023-04-06T16:12:00Z,1,4200.00,210000,Redemption,False
TXN-829813,CUST-10926,PROD-034,2023-04-06T16:14:00Z,1,100.00,5000,Redemption,False
TXN-809489,CUST-10281,PROD-035,2023-04-06T20:51:00Z,2,300.00,15000,Purchase,False
TXN-828940,CUST-10898,PROD-037,2023-04-06T21:32:00Z,1,100.00,5000,Redemption,False
TXN-807957,CUST-10237,PROD-020,2023-04-06T21:59:00Z,1,600.00,30000,Redemption,False
TXN-827667,CUST-10860,PROD-041,2023-04-07T05:36:00Z,1,200.00,10000,Transfer,False
TXN-831327,CUST-10983,PROD-013,2023-04-07T07:28:00Z,1,1300.00,65000,Transfer,False
TXN-801308,CUST-10039,PROD-024,2023-04-07T08:36:00Z,1,1100.00,55000,Purchase,False
TXN-811231,CUST-10340,PROD-024,2023-04-07T11:29:00Z,1,1100.00,55000,Redemption,False
TXN-807419,CUST-10223,PROD-045,2023-04-07T13:22:00Z,2,640.00,32000,Transfer,False
TXN-830955,CUST-10971,PROD-025,2023-04-07T15:56:00Z,2,480.00,24000,Transfer,False
TXN-830120,CUST-10938,PROD-030,2023-04-07T16:48:00Z,1,300.00,15000,Transfer,False
TXN-810576,CUST-10316,PROD-006,2023-04-07T18:31:00Z,1,440.00,22000,Redemption,False
TXN-810596,CUST-10316,PROD-001,2023-04-07T18:43:00Z,1,360.00,18000,Redemption,False
TXN-827199,CUST-10846,PROD-002,2023-04-07T22:55:00Z,3,7200.00,360000,Redemption,False
TXN-830813,CUST-10966,PROD-006,2023-04-08T01:05:00Z,1,440.00,22000,Redemption,False
TXN-808540,CUST-10253,PROD-037,2023-04-08T02:37:00Z,1,100.00,5000,Transfer,False
TXN-809016,CUST-10269,PROD-017,2023-04-08T06:56:00Z,1,3600.00,180000,Redemption,False
TXN-807331,CUST-10220,PROD-025,2023-04-08T08:36:00Z,1,240.00,12000,Purchase,False
TXN-827245,CUST-10847,PROD-023,2023-04-08T10:34:00Z,1,600.00,30000,Transfer,False
TXN-813574,CUST-10423,PROD-002,2023-04-08T11:01:00Z,1,2400.00,120000,Redemption,False
TXN-815874,CUST-10498,PROD-020,2023-04-08T12:50:00Z,1,600.00,30000,Purchase,False
TXN-830611,CUST-10959,PROD-040,2023-04-08T17:54:00Z,1,100.00,5000,Purchase,False
TXN-821037,CUST-10658,PROD-049,2023-04-08T20:35:00Z,1,400.00,20000,Transfer,False
TXN-829533,CUST-10917,PROD-050,2023-04-08T20:43:00Z,1,600.00,30000,Transfer,False
TXN-817606,CUST-10551,PROD-033,2023-04-08T21:53:00Z,1,200.00,10000,Redemption,False
TXN-821209,CUST-10661,PROD-042,2023-04-08T22:38:00Z,1,200.00,10000,Redemption,False
TXN-811765,CUST-10361,PROD-047,2023-04-08T22:49:00Z,1,200.00,10000,Redemption,False
